@copyright 新媒体搜索引擎: https://www.sougood.top
-----------------------------------------------
词语	词频	词性
规避	45	动词
解法	45	动词
露出	45	动词
复	45	动词
中说	45	方位词
中说	45	动词
废话	45	名词
最强	45	形容词
餐馆	45	名词
层层	45	名词
混合	45	动词
创造性	45	名词
拆	45	动词
短信	45	名词
转而	45	连词
问到	45	名词
问到	45	动词
总额	45	名词
基石	45	名词
最差	45	形容词
色彩	45	名词
下单	45	名词
制造业	45	名词
境	45	处所词
团	45	名词
琐碎	45	形容词
失落	45	动词
阿尔法	45	名词
挂钩	45	动词
升职	45	动词
四种	45	数词
榜样	45	名词
领导力	45	名词
↓	45	字符串
这样一来	45	习用语
记下来	45	习用语
咖啡馆	45	名词
词语	45	名词
绪	45	名词
系统性	45	名词
亚洲	45	名词
肉	45	名词
投稿	45	名词
历程	45	名词
友	45	名词
关键点	45	名词
间接	45	区别词
玩法	45	名词
怀念	45	动词
见证	45	动词
加剧	45	动词
预防	45	动词
这座	45	代词
这座	45	量词
抵御	45	动词
套房	45	名词
规训	45	名词
帮到	45	动词
黑色	45	名词
疫苗	45	名词
古代	45	时间词
走到	45	动词
便利	45	形容词
台词	45	名词
重读	45	动词
鞋	45	名词
手艺	45	名词
相遇	45	动词
温度	45	名词
划算	45	动词
影片	45	名词
眼镜	45	名词
集合	45	动词
库存	45	名词
青花	45	名词
登机牌	45	名词
深处	44	处所词
补	44	动词
投机者	44	名词
正念	44	名词
耽误	44	动词
枯燥	44	形容词
降	44	动词
税	44	名词
领	44	动词
绕	44	动词
推迟	44	动词
困	44	动词
每人	44	代词
前行	44	动词
拍照	44	动词
准	44	动词
隐喻	44	名词
主人公	44	名词
四季	44	数词
基本功	44	名词
史上	44	名词
史上	44	方位词
精华	44	名词
瞎	44	动词
底部	44	方位词
友好	44	形容词
原先	44	副词
付款	44	动词
胜	44	动词
高层	44	名词
职责	44	名词
分解	44	动词
太久	44	名词
区间	44	名词
增长速度	44	名词
因果	44	连词
有名	44	形容词
稳健	44	形容词
英特尔	44	名词
感激	44	动词
劣势	44	名词
可笑	44	动词
窗口	44	处所词
出国	44	动词
高频	44	区别词
官网	44	名词
养活	44	动词
精	44	名词
这块	44	代词
丝毫	44	数词
创投	44	简称略语
毫无意义	44	习用语
没见	44	动词
喔	44	叹词
功夫	44	名词
心流	44	名词
写给	44	动词
贯穿	44	动词
书单	44	名词
马克	44	名词
具	44	动词
考量	44	名词
透彻	44	动词
有钱人	44	名词
驱动力	44	名词
长度	44	名词
洞见	44	名词
稿	44	名词
专	44	名词
投诉	44	动词
存量	44	名词
不适	44	形容词
没能	44	动词
科研	44	名词
监狱	44	名词
大盘	44	名词
这段话	44	习用语
二宝	44	名词
不见得	44	副词
虚构	44	名词
相比之下	44	习用语
更快	44	副词
更快	44	形容词
工作人员	44	名词
一到	44	数词
一到	44	动词
加权	44	动词
第一件	44	数词
太太	44	名词
佛系	44	名词
官僚主义	44	名词
在此之前	44	成语
读到	44	动词
爸	44	名词
剧烈	44	形容词
来回	44	动词
头衔	44	名词
止损	44	动词
稿件	44	名词
界限	44	名词
滚雪球	44	名词
合一	44	动词
一两年	44	数词
喜诗	44	名词
第二名	44	数词
邱国鹭	44	名词
我爸	44	代词
我爸	44	名词
周刊	43	名词
画画	43	名词
划	43	动词
莫名其妙	43	成语
品种	43	名词
垂直	43	动词
粉	43	名词
中年人	43	名词
打架	43	动词
晒	43	动词
交通	43	名词
科	43	名词
服装	43	动词
天分	43	名词
快感	43	形容词
广	43	形容词
隐秘	43	形容词
传承	43	动词
测验	43	动词
出轨	43	动词
解脱	43	动词
更何况	43	习用语
一小部分	43	数词
日后	43	时间词
细分	43	名词
费率	43	名词
户	43	量词
可知	43	动词
物理学家	43	名词
分子	43	名词
赔钱	43	动词
进程	43	名词
先天	43	时间词
经理人	43	名词
可信度	43	习用语
结构化	43	名词
好运气	43	习用语
归因	43	名词
顿悟	43	动词
短短	43	状态词
聊起	43	动词
我见	43	代词
我见	43	动词
无尽	43	副词
押	43	状态词
找回	43	动词
人要	43	名词
人要	43	动词
一分钟	43	数词
亏了	43	动词
圆	43	名词
宣称	43	动词
三分之一	43	数量词
印	43	动词
忽悠	43	状态词
巅峰	43	名词
夺冠	43	动词
安抚	43	名词
法庭	43	名词
改成	43	动词
初心	43	方位词
初心	43	名词
全员	43	名词
初始	43	动词
勉强	43	动词
实现目标	43	名词
崇拜	43	名词
写得	43	动词
写得	43	助词
坦然	43	形容词
根本原因	43	名词
塞	43	动词
地被	43	名词
高点	43	名词
证	43	名词
仪式	43	名词
男朋友	43	名词
自传	43	动词
我国	43	代词
网红	43	字符串
另一面	43	连词
谈钱	43	动词
暂停	43	副词
自带	43	名词
这首	43	代词
这首	43	数词
先是	43	副词
三层	43	数词
贝索斯	43	名词
笔记本	43	名词
基民	43	名词
私募	43	形容词
地震	43	名词
总经理	43	名词
内化	43	名词
摔	43	动词
续费	43	动词
繁衍	43	动词
合唱团	43	名词
译员	43	名词
林海	43	名词
刘擎	43	名词
双人滑	43	名词
死去	42	动词
抽取	42	动词
前期	42	方位词
大坑	42	名词
抽	42	动词
更少	42	副词
更少	42	形容词
散户	42	名词
竞	42	动词
市场份额	42	名词
业态	42	名词
不太好	42	动词
向下	42	动词
倒闭	42	动词
愧疚	42	形容词
怎么回事	42	习用语
江湖	42	名词
捕捉	42	动词
熟	42	形容词
倾诉	42	动词
三件	42	数量词
密集	42	名词
王阳明	42	名词
伤	42	动词
三位	42	数词
半夜	42	数词
奇妙	42	形容词
果断	42	副词
名声	42	名词
恶意	42	动词
谎言	42	名词
我花	42	代词
我花	42	动词
写字	42	名词
牛顿	42	名词
言语	42	名词
右边	42	方位词
聆听	42	动词
成分	42	名词
首要	42	区别词
偷懒	42	动词
月底	42	时间词
上半年	42	时间词
婴儿	42	名词
杀死	42	动词
颇	42	副词
会以	42	动词
会以	42	介词
基数	42	名词
水准	42	名词
广场	42	名词
独家	42	名词
受不了	42	习用语
标记	42	名词
防御	42	动词
周五	42	时间词
敏锐	42	形容词
深夜	42	时间词
校产	42	名词
复合	42	动词
七年	42	数词
一倍	42	数词
老大	42	形容词
两三个	42	数词
十多年	42	数词
俞	42	状态词
服从	42	动词
更具	42	动词
剑	42	名词
出路	42	动词
宅	42	名词
教科书	42	名词
监管	42	动词
控	42	动词
驱使	42	动词
无处不在	42	习用语
创始	42	动词
打分	42	动词
死后	42	动词
死后	42	方位词
广告主	42	名词
发动机	42	名词
抽烟	42	动词
此时此刻	42	习用语
埋	42	动词
总统	42	名词
庆幸	42	动词
病情	42	名词
护士	42	名词
第一课	42	名词
写作者	42	名词
一加	42	副词
片	42	量词
做不了	42	动词
爆仓	42	动词
蛋糕	42	名词
收割	42	动词
小于	42	动词
这事	42	代词
这事	42	名词
会议室	42	名词
股票指数	42	名词
美女	42	名词
大海	42	名词
书写	42	名词
格式	42	名词
户外	42	处所词
多难	42	副词
盲区	42	名词
蔡康永	42	名词
墨菲	42	名词
梁	42	名词
暗涌	42	动词
金泉	42	名词
一头	41	数词
升	41	状态词
下滑	41	动词
撑	41	动词
毫无疑问	41	习用语
搞笑	41	动词
上门	41	名词
业内	41	方位词
过年	41	时间词
密度	41	名词
十几个	41	数词
很多很多	41	数词
旗下	41	名词
话语权	41	名词
两篇	41	数词
安稳	41	形容词
迷失	41	动词
跟上	41	方位词
提交	41	动词
亲戚	41	名词
客气	41	名词
归类	41	动词
同期	41	区别词
拜访	41	动词
大战	41	名词
南京	41	名词
指引	41	动词
策	41	名词
人类文明	41	习用语
并非如此	41	习用语
爱好者	41	名词
确	41	副词
温和	41	形容词
调侃	41	动词
奥运	41	简称略语
中文版	41	名词
醒来	41	动词
一味	41	数词
测	41	动词
扯	41	动词
推断	41	动词
一贯	41	数词
不易	41	形容词
党	41	名词
基层	41	名词
恶性循环	41	成语
日历	41	时间词
波	41	简称略语
跨年	41	动词
跨年	41	数词
卷入	41	动词
第一年	41	数词
认清	41	动词
一会	41	数词
独	41	动词
刀	41	名词
指令	41	名词
打游戏	41	习用语
沉迷	41	动词
特色	41	名词
极强	41	副词
极强	41	形容词
隐含	41	动词
市价	41	名词
面子	41	名词
之家	41	助词
之家	41	量词
误	41	动词
常年	41	副词
吐槽	41	动词
吐槽	41	名词
删除	41	动词
标注	41	动词
砍掉	41	动词
打卡	41	动词
新手	41	名词
长达	41	形容词
长达	41	动词
差异化	41	习用语
解放	41	动词
客人	41	名词
踏实	41	形容词
团体	41	名词
家属	41	名词
知行合一	41	习用语
土	41	状态词
构思	41	动词
左林	41	名词
茶	41	名词
转行	41	动词
读书笔记	41	名词
身后	41	方位词
摄像头	41	名词
肚子	41	名词
墓碑	41	名词
布置	41	名词
终结	41	动词
暗	41	副词
高峰	41	名词
紧迫	41	副词
肺炎	41	名词
徐采景	41	名词
陈继卫	41	名词
质问	40	名词
助	40	动词
懒得	40	动词
j	40	字符串
大牛市	40	名词
中证	40	名词
停下	40	动词
县城	40	名词
听见	40	动词
吵	40	动词
一阵子	40	数词
睡不着	40	动词
第一点	40	数词
属	40	动词
百年	40	数词
中是	40	方位词
中是	40	动词
善	40	动词
肯	40	动词
煎熬	40	动词
数学家	40	名词
不利	40	形容词
折合	40	动词
从容	40	动词
一整天	40	数词
痴迷	40	动词
成都	40	名词
监测	40	动词
参数	40	名词
学过	40	动词
学过	40	助词
原子	40	名词
总和	40	名词
赔	40	动词
加薪	40	名词
关掉	40	动词
美股	40	数词
不佳	40	副词
不佳	40	形容词
沉思	40	形容词
请求	40	动词
痕迹	40	名词
题材	40	名词
面试官	40	名词
推测	40	动词
做人	40	名词
生物学	40	名词
姐姐	40	名词
守	40	动词
领导者	40	名词
里程	40	名词
安装	40	动词
大到	40	形容词
大到	40	动词
用途	40	名词
响应	40	动词
名称	40	名词
越发	40	副词
助手	40	名词
饮食	40	名词
偏向	40	名词
远超	40	形容词
远超	40	动词
主席	40	名词
肤浅	40	形容词
前所未有	40	成语
工业革命	40	名词
y	40	字符串
就业	40	动词
乘以	40	动词
全家	40	名词
◇	40	字符串
别忘了	40	习用语
扩散	40	动词
公募	40	形容词
好笑	40	动词
长处	40	副词
早点	40	副词
布莱恩	40	名词
宽	40	形容词
丰厚	40	形容词
部落	40	名词
施	40	名词
第一层	40	数词
迈出	40	动词
取得成功	40	成语
动荡	40	动词
神话	40	名词
基站	40	名词
前额	40	名词
一集	40	数词
编辑部	40	名词
报警	40	名词
富足	40	形容词
张宁	40	名词
逆境	40	名词
养老院	40	名词
艾格	40	名词
永康	40	名词
李录	40	名词
篡改	39	动词
契合	39	动词
摄影师	39	名词
美妙	39	形容词
根深蒂固	39	成语
卧室	39	名词
差点	39	名词
供给	39	动词
有句	39	动词
有句	39	量词
床	39	名词
八个	39	数词
窗户	39	名词
灯光	39	名词
恐怖	39	形容词
秋天	39	时间词
第二点	39	数词
期刊	39	名词
让你在	39	名词
算不上	39	习用语
至此	39	副词
压迫	39	动词
拉开	39	动词
借用	39	动词
厂商	39	名词
剥夺	39	动词
单个	39	区别词
功	39	名词
猎头	39	名词
迁移	39	动词
暴涨	39	动词
愉悦感	39	动词
配	39	动词
另一方	39	成语
男女	39	名词
制约	39	名词
赎回	39	动词
万美金	39	数词
言论	39	名词
农场	39	名词
加拿大	39	名词
自知	39	动词
合伙	39	名词
码	39	名词
三者	39	名词
时会	39	名词
祝福	39	名词
亲人	39	名词
高尚	39	名词
雷军	39	名词
岛	39	名词
凡事	39	名词
省钱	39	名词
音	39	名词
迎合	39	动词
王烁	39	名词
张磊	39	名词
老年	39	时间词
延长	39	动词
入职	39	动词
开口	39	名词
共事	39	名词
人文	39	名词
中断	39	名词
时段	39	名词
寒冬	39	时间词
回看	39	动词
做题	39	动词
做题	39	名词
操控	39	动词
吐	39	动词
所知	39	动词
智识	39	名词
休假	39	动词
发掘	39	动词
支	39	名词
智	39	名词
名气	39	名词
有序	39	名词
标准化	39	动词
三观	39	名词
错失	39	名词
时长	39	名词
时长	39	形容词
成名	39	动词
高薪	39	名词
递减	39	动词
厌倦	39	动词
相亲	39	动词
当今	39	时间词
私下	39	名词
早起	39	动词
经济体	39	名词
第三次	39	数词
村民	39	名词
追随	39	动词
中途	39	区别词
吃亏	39	动词
视作	39	动词
逼迫	39	动词
转自	39	动词
天猫	39	名词
刻板	39	名词
游戏规则	39	名词
信托	39	名词
减轻	39	动词
偿还	39	动词
热搜	39	字符串
背叛	39	动词
球队	39	名词
随手	39	副词
康德	39	名词
损耗	39	名词
室友	39	名词
读报	39	名词
逃	39	动词
老太太	39	名词
曹将	39	名词
社恐	39	名词
直播间	39	名词
黑球	39	名词
先验概率	39	成语
悲惨	38	形容词
破灭	38	动词
悄悄	38	状态词
插	38	动词
歌曲	38	名词
狼	38	名词
不带	38	副词
不带	38	动词
低成本	38	习用语
十倍	38	数词
响	38	状态词
上台	38	名词
麦当劳	38	名词
演唱会	38	名词
叔叔	38	名词
字体	38	名词
嘲讽	38	动词
胜任	38	名词
充电	38	动词
更多人	38	副词
更多人	38	数词
更多人	38	名词
容忍	38	形容词
懒	38	形容词
民主	38	名词
落入	38	动词
此生	38	时间词
血	38	名词
早早	38	时间词
国债	38	名词
抉择	38	动词
摘录	38	动词
无趣	38	名词
误导	38	名词
简称	38	动词
八卦	38	名词
模板	38	名词
非凡	38	副词
发声	38	动词
贷	38	动词
无条件	38	习用语
总共	38	区别词
报酬	38	名词
修养	38	动词
澳洲	38	名词
嘴	38	名词
拿下	38	动词
表达出来	38	习用语
优雅	38	形容词
学了	38	动词
学了	38	助词
淹没	38	动词
下行	38	动词
泡泡网	38	名词
离不开	38	动词
到位	38	动词
默默	38	副词
伦理	38	名词
手指	38	名词
获取信息	38	习用语
填	38	动词
第一句	38	数词
同情心	38	名词
出版社	38	名词
局	38	名词
太快	38	副词
太快	38	形容词
不论是	38	连词
推移	38	动词
年末	38	时间词
撒谎	38	动词
启蒙	38	动词
丢失	38	动词
统治	38	动词
略	38	副词
桥	38	名词
